단어,형태소,횟수
자진,NNG,13
타,VV+EC,13
정성,NNG,13
지나친,VA+ETM,13
맨,NNG,13
택하,VV,13
팩토리,NNP,13
정규직,NNG,13
플래시,NNG,13
학사,NNG,13
아무런,MM,13
복구,NNG,13
최우수,NNP,13
NGO,SL,13
후원자,NNG,13
한류,NNG,13
들,VV+ETM,13
KOGAS,SL,13
봉,NNG,13
가져,VV+EC,13
초임계,NNG,13
먼지,NNG,13
지자체,NNG,13
창립,NNG,13
선박,NNG,13
오랫동안,NNG,13
청중,NNG,13
나섰,VV+EP,13
팔리,VV,13
동선,NNG,13
다채,XR,13
아쉬움,NNG,13
오뚜기,NNG,13
피,VV,13
겐,ETN+JKB+JX,13
JAVA,SL,13
CEO,SL,13
초,NNBC,13
컨테이너,NNG,13
편한,VA+ETM,13
연구회,NNG,13
정리,NNP,13
민간,NNG,13
편,NNBC,13
상관없,VA,13
전산실,NNG,13
도서,NNG,13
움직임,VV+ETN,13
블라인드,NNG,13
정치,NNG,13
답장,NNG,13
시차,NNG,13
강,NNG,13
중고차,NNG,13
닥친,VV+ETM,13
레벨,NNG,13
인형,NNG,13
유용,NNG,13
산,NNG,13
직업관,NNG,13
곁,NNG,13
야,VCP+EF,13
for,SL,13
사와,NNG,13
형법,NNG,13
OOOOOOOOO,SL,13
Verilog,SL,13
기본기,NNG,13
장표,NNG,13
정보원,NNG,13
AK,SL,13
대학가,NNG,13
Field,SL,13
실물,NNG,13
깐깐,XR,13
오역,NNG,13
Client,SL,13
라이프,NNG,12
처분,NNG,12
응급,NNG,12
돌이켜,VV+EC,12
각인,NNG,12
관해서,VV+EC,12
분자,NNG,12
대변,NNG,12
염증,NNG,12
똑같,VA,12
Skill,SL,12
양질,NNG,12
에어컨,NNG,12
안심,NNG,12
침체,NNG,12
L,SL,12
세세,XR,12
금상,NNG,12
객관적으로,MAG,12
아파트,NNG,12
풀,VV+ETM,12
살아왔,VV+EP,12
편입,NNG,12
나쁜,VA+ETM,12
검,NNG,12
Gift,SL,12
간단히,MAG,12
대여,NNG,12
부드러운,VA+ETM,12
커,VA+EC,12
절실,XR,12
쾌거,NNG,12
평,NNG,12
구직,NNG,12
인만,NNG,12
지능,NNG,12
외자,NNG,12
증권사,NNG,12
탈퇴,NNG,12
올랐,VV+EP,12
산학,NNG,12
2010,SN,12
갑자기,MAG,12
윤활유,NNG,12
면담,NNG,12
가시,NNG,12
동등,NNG,12
2030,SN,12
홍대,NNG,12
모양,NNG,12
UCC,SL,12
박,NNBC,12
오전,NNG,12
시켜야,XSV+EC,12
완전,NNG,12
자동화,NNG,12
드라이버,NNG,12
Vision,SL,12
마리,NNBC,12
줬,VV+EP,12
명품,NNG,12
시연,NNG,12
해냈,VV+EP,12
포상,NNG,12
의한,VV+ETM,12
사이클,NNG,12
System,SL,12
이루어져야,VV+EC,12
하이브리드,NNG,12
밝혀,VV+EC,12
조기,NNG,12
개수,NNG,12
운반,NNG,12
도로,NNG,12
호감,NNG,12
No,SL,12
돌아온,VV+ETM,12
결코,MAG,12
병사,NNG,12
커졌,VV+EP,12
춤,NNG,12
45,SN,12
냉장고,NNG,12
달러,NNBC,12
강습,NNG,12
치,VV,12
아예,MAG,12
소설,NNG,12
고속버스,NNG,12
유선,NNG,12
자문,NNG,12
세분,NNG,12
기틀,NNG,12
아트,NNG,12
CATIA,SL,12
연말,NNG,12
당하,VV,12
이해력,NNG,12
서,VV+EC,12
건전,XR,12
다가올,VV+ETM,12
통섭,NNG,12
하루하루,NNG,12
식사량,NNG,12
자재관리,NNP,12
조선,NNP,12
소중히,MAG,12
좌우,NNG,12
HRD,SL,12
승부,NNG,12
도우미,NNG,12
스페셜,NNP,12
꼽,VV,12
생산직,NNG,12
브레이크,NNG,12
),SY,12
을,NNG,12
봐,VX+EC,12
그게,NP+JKS,12
열람실,NNG,12
걸맞,VA,12
벗어나,VV,12
관습,NNG,12
다가왔,VV+EP,12
없애,VV,12
27,SN,12
그렇지만,MAJ,12
코너,NNG,12
초래,NNG,12
기차,NNG,12
중재,NNG,12
응답,NNG,12
뚫,VV,12
멋진,VA+ETM,12
상경,NNG,12
화장실,NNG,12
넘길,VV+ETM,12
봅니다,VX+EF,12
쉴,VV+ETM,12
PCB,SL,12
무급,NNG,12
규율,NNG,12
밀접,NNG,12
도태,NNG,12
올라가,VV,12
지켜야,VV+EC,12
개성,NNG,12
회로도,NNG,12
더러,JKB,12
가져다,VV+EC,12
지피지기,NNG,12
백전백승,NNG,12
실버,NNP,12
겸손,NNG,12
눈빛,NNG,12
매월,MAG,12
중고,NNG,12
뿌리,NNG,12
돌리,VV,12
F,SL,12
의족,NNG,12
22,SN,12
플러스,NNG,12
35,SN,12
TOP,SL,12
인계,NNG,12
바다,NNG,12
서비스업,NNG,12
재수,NNG,12
신한은행,NNP,12
리뷰,NNP,12
마켓,NNP,12
슈,NNP,12
통계학,NNG,12
바닥,NNG,12
떠난,VV+ETM,12
나노,NNP,12
프린터,NNG,12
모션,NNG,12
휴일,NNG,12
응모,NNG,12
달콤,XR,12
계좌,NNG,12
그래도,MAJ,12
전동차,NNG,12
명령,NNG,12
한다,XSV+EC,12
퍼센트,NNBC,12
교원그룹,NNP,12
마이크로프로세서,NNG,12
자며,EC,12
상환,NNG,12
한국자산관리공사,NNP,12
끈,NNG,12
직종,NNG,12
수식,NNG,12
변모,NNG,12
Foundry,SL,12
계급,NNG,12
JSP,SL,12
쇼,NNG,12
공과,NNG,12
수상,XR,12
우유,NNG,12
와인,NNG,12
스위트,NNP,12
다룬,VV+ETM,12
드린,VV+ETM,12
캐리어,NNG,12
감성,NNG,12
바이저,NNP,12
자립심,NNG,12
웍스,NNG,12
발장,NNG,12
애니메이션,NNG,12
북,NNG,12
익,VV,12
올린,VV+ETM,12
찾아낼,VV+ETM,12
ASML,SL,12
비행,NNG,12
숙달,NNG,12
홀,NNP,12
객실,NNG,12
실감,NNG,12
해명,NNG,12
계측,NNG,12
좌절감,NNG,12
GUI,SL,12
끼칠,VV+ETM,12
회귀분석,NNP,12
GFS,SL,12
휴식,NNG,12
치맥,NNG,12
최저,NNG,12
인도인,NNG,12
한솔,NNP,12
택시,NNG,12
뒤처지,VV,12
마이,MAG,12
애경,NNP,12
애경,NNG,12
통한다고,VV+EC,12
히로세,NNP,12
생보,NNG,12
아크,NNG,12
혐기성,NNG,12
생애,NNG,11
지지,NNG,11
했었,XSA+EP,11
수차례,NNG,11
금융인,NNG,11
내면,NNG,11
큐,NNG,11
외식,NNG,11
유명,NNG,11
술자리,NNG,11
지,XSA+EC,11
고부,NNG,11
단백질,NNG,11
中,NNG,11
관리직,NNG,11
노조,NNG,11
One,SL,11
비판,NNG,11
증설,NNG,11
중요도,NNG,11
압력,NNG,11
안전사고,NNG,11
과열,NNG,11
으리라,EC,11
소심,XR,11
주,MM,11
다만,MAJ,11
걸친,VV+ETM,11
정량,NNG,11
첨부,NNG,11
조명,NNG,11
지루,XR,11
눈높이,NNG,11
러블,NNP,11
업로드,NNG,11
저감,NNG,11
당,NNG,11
나열,NNG,11
들러,VV+EC,11
부채,NNG,11
한테,JKB,11
어울려,VV+EC,11
상세,NNG,11
처한,VV+ETM,11
모금,NNG,11
시청,NNG,11
프리미엄,NNG,11
다질,VV+ETM,11
스카우트,NNP,11
강구,NNG,11
마디,NNBC,11
풀,NNG,11
성장세,NNG,11
정지,NNG,11
냐는,ETM,11
구동,NNG,11
순,NNB+JX,11
이사,NNG,11
내성,NNP,11
합쳐,VV+EC,11
정밀,NNG,11
학도,NNG,11
바람,NNG,11
여서,VCP+EC,11
놓칠,VV+ETM,11
노동자,NNG,11
클래스,NNP,11
입원,NNG,11
미술,NNG,11
멀,VA,11
조급,XR,11
셰일가스,NNP,11
미국인,NNG,11
온실가스,NNG,11
재생,NNG,11
향하,VV,11
갑작스럽,VA,11
설,VV+ETM,11
울산,NNP,11
누군가,NP,11
움직임,NNG,11
운전병,NNG,11
여도,NNG,11
밑,NNG,11
할까,XSV+EC,11
조심,NNG,11
군데,NNBC,11
공학자,NNG,11
친숙,XR,11
총회,NNG,11
페이스북,NNP,11
유입,NNG,11
촉진,NNG,11
정비병,NNG,11
수송,NNG,11
보일러,NNG,11
소음,NNG,11
OOOOOOOO,SL,11
도식,NNG,11
뱅킹,NNG,11
관행,NNG,11
확산,NNG,11
돌아오,VV,11
든,JX,11
사료,NNG,11
써야,VV+EC,11
다녀오,VV,11
된다,VV+EF,11
로워,XSA+EC,11
명절,NNG,11
어셈블리,NNG,11
발표회,NNG,11
필름,NNG,11
탈피,NNG,11
기금,NNG,11
듯,NNB,11
플랜,NNG,11
탈,NNG,11
주된,VV+ETM,11
취급,NNG,11
선출,NNG,11
케미,NNP,11
건네,VV,11
달라,VA+EC,11
납부,NNG,11
급하,VA,11
끝날,VV+ETM,11
빠진,VV+ETM,11
채,MAG,11
우산,NNG,11
영감,NNG,11
베이스,NNG,11
전수,NNG,11
이루어져,VV+EC,11
각국,NNG,11
입맛,NNG,11
호의,NNG,11
천천히,MAG,11
배웠으며,VV+EP+EC,11
모형,NNG,11
결부,NNG,11
이래,NNB,11
CPIM,SL,11
트레이닝,NNG,11
메인,VV+ETM,11
문자,NNG,11
웨이퍼,NNG,11
대입,NNG,11
음성,NNG,11
기획부,NNG,11
준다는,VX+ETM,11
구역,NNG,11
몸치,NNG,11
거울,NNG,11
뜨,VV,11
부서원,NNG,11
컴투스,NNP,11
합병,NNG,11
무분별,NNG,11
상시,NNG,11
중견,NNG,11
규범,NNG,11
인명,NNG,11
내실,NNG,11
뮤지컬,NNG,11
유년,NNG,11
간략,XR,11
불스원,NNP,11
LCC,SL,11
무척,MAG,11
토로,NNG,11
스토어,NNG,11
임의,NNG,11
마,VX,11
팅,IC,11
기수,NNG,11
새로움,VA+ETN,11
떠올렸,VV+EP,11
캐논,NNP,11
함,VX+ETN,11
사물함,NNG,11
탐독,NNG,11
색상,NNG,11
원격,NNG,11
주파수,NNG,11
쌓인,VV+ETM,11
불합격,NNG,11
농촌,NNG,11
지수,NNG,11
기술자,NNG,11
프,VX,11
편,NNG,11
응,IC,11
프랜차이즈,NNG,11
거시,NNG,11
딱딱,XR,11
환율,NNG,11
남북,NNP,11
당연히,MAG,11
중학생,NNG,11
독단,NNG,11
에러,NNG,11
되새기,VV,11
상향,NNG,11
Top,SL,11
가설,NNG,11
까다로운,VA+ETM,11
신상품,NNG,11
세일즈,NNP,11
Solution,SL,11
의논,NNG,11
하이드,NNP,11
콘,NNG,11
태국,NNP,11
미친다는,VV+ETM,11
MOSFET,SL,11
변형,NNG,11
화제,NNG,11
니까,EC,11
SMART,SL,11
LH,SL,11
어플리케이션,NNG,11
합,NNG,11
교권,NNG,11
Communication,SL,11
거래선,NNG,11
보따리,NNG,11
페퍼,NNP,11
콘크리트,NNG,11
이지,XR,11
신용보증기금,NNP,11
동남아,NNP,10
했으나,XSV+EP+EC,10
현대인,NNG,10
자회사,NNG,10
풍요,NNG,10
일으켰,VV+EP,10
독보,NNG,10
길거리,NNG,10
간직,NNG,10
관하,VV,10
급격히,MAG,10
동일,NNG,10
행,NNG,10
PJT,SL,10
SAP,SL,10
노무,NNG,10
그림,NNG,10
보강,NNG,10
접근성,NNG,10
준수,XR,10
수긍,NNG,10
일어나,VV+EC,10
호출,NNG,10
유무,NNG,10
대할,VV+ETM,10
타협,NNG,10
문항,NNG,10
결근,NNG,10
세울,VV+ETM,10
다한다면,VV+EC,10
는가,EF,10
머무르,VV,10
분해,NNG,10
2009,SN,10
살,NNG,10
활기,NNG,10
태그,NNG,10
케이블,NNG,10
정확도,NNG,10
십니다,EP+EF,10
징검다리,NNG,10
덜,MAG,10
여겨,VV+EC,10
적자,NNG,10
토익,NNG,10
언론,NNG,10
결혼식,NNG,10
배,VV,10
도,NNBC,10
시원,XR,10
멤버십,NNG,10
일지,VCP+EC,10
동행,NNG,10
계절,NNG,10
친해졌,VA+EC+VX+EP,10
비품,NNG,10
무에,NP+JKS,10
끊,VV,10
검정,NNG,10
벗,VV,10
사업자,NNG,10
행하,VV,10
부상,NNG,10
일쑤,NNG,10
피할,VV+ETM,10
싱가포르,NNP,10
모릅니다,VV+EF,10
뛰어들,VV,10
여쭤,VV+EC,10
연비,NNG,10
더니,EC,10
꿈꿔왔,VV+EC+VX+EP,10
근면,NNG,10
굴하,VV,10
박차,NNG,10
화두,NNG,10
방전,NNG,10
난방,NNG,10
해답,NNG,10
가교,NNG,10
인해서,VV+EC,10
갓,MAG,10
발음,NNG,10
지나,VV+EC,10
순수,NNG,10
군복,NNG,10
일어났,VV+EP,10
지나칠,VV+ETM,10
자랐,VV+EP,10
떠나,VV+EC,10
아저씨,NNG,10
권위,NNG,10
만료,NNG,10
생겨났,VV+EP,10
확률,NNG,10
뛰어들,VV+ETM,10
머릿속,NNG,10
획단,NNG,10
전진,NNG,10
드디어,MAG,10
업적,NNG,10
배신,NNG,10
공조,NNG,10
일수록,VCP+EC,10
동상,NNG,10
드릴,VX+ETM,10
나간,VV+ETM,10
지불,NNG,10
시일,NNG,10
105,SN,10
75,SN,10
반품,NNG,10
내세울,VV+ETM,10
부지런히,MAG,10
농가,NNG,10
퀄리티,NNP,10
매매,NNG,10
강,XR,10
이용자,NNP,10
엉망,NNG,10
친밀,NNG,10
태권,NNG,10
낮,NNG,10
박스,NNG,10
시중,NNG,10
관념,NNG,10
장,NNBC,10
페스티벌,NNG,10
언젠가,MAG,10
쓴,VV+ETM,10
된다,VV+EC,10
활약,NNG,10
초석,NNG,10
생일,NNG,10
안일,NNG,10
담긴,VV+ETM,10
여정,NNG,10
협동심,NNG,10
아닌지,VCN+EC,10
붙여,VV+EC,10
여도,EC,10
모이,VV,10
따라가,VV,10
기상,NNG,10
자마자,EC,10
뚱뚱,XR,10
싸움,NNG,10
마침,MAG,10
다투,VV,10
어학원,NNP,10
받아들여,VV+EC,10
씨앗,NNG,10
루트,NNG,10
나갈,VV+ETM,10
떨어져,VV+EC,10
조용,XR,10
시즈,NNP,10
닝,NNP,10
취해야,VV+EC,10
자만,NNG,10
인수인계,NNG,10
진척,NNG,10
관장,NNG,10
망설이,VV,10
생태,NNG,10
시켰,VV+EP,10
속했,VV+EP,10
여지,NNB,10
주간,NNG,10
연락처,NNG,10
QC,SL,10
징,NNG,10
품,NNG,10
누적,NNG,10
나태,NNG,10
서서히,MAG,10
호,NNBC,10
전동기,NNG,10
어수선,NNG,10
독,NNG,10
송,NNP,10
풀리,VV,10
주석,NNG,10
수검,NNG,10
처해,VV+EC,10
일환,NNG,10
self,SL,10
그라운드,NNG,10
SQL,SL,10
고압,NNG,10
인문,NNG,10
일방,NNG,10
노후,NNG,10
진정한,VA+ETM,10
리스트,NNP,10
제한,VV+ETM,10
value,SL,10
캠퍼스,NNG,10
멀티플라이어,NNG,10
체크카드,NNG,10
숙박,NNG,10
손익,NNG,10
뷰티,NNG,10
과자,NNG,10
월요일,NNG,10
신발,NNG,10
대상자,NNG,10
ENM,SL,10
유능,NNG,10
팀원,NNP,10
당당,XR,10
일지라도,VCP+EC,10
저라,VV,10
기꺼이,MAG,10
일까,VCP+EC,10
HW,SL,10
쿠폰,NNG,10
커리큘럼,NNG,10
위상,NNG,10
불러오,VV,10
파라미터,NNG,10
이야말로,JX,10
열망,NNG,10
PX,SL,10
취침,NNG,10
자녀,NNG,10
개정,NNG,10
세심,NNG,10
매입,NNG,10
소셜,NNG,10
밟,VV,10
교과서,NNG,10
했었,VX+EP,10
위로,NNG,10
물자,NNG,10
교직원,NNG,10
기념품,NNG,10
Global,SL,10
단과,NNG,10
시급,NNG,10
불,NNBC,10
열악,XR,10
쇼핑몰,NNG,10
이자,NNG,10
셔츠,NNG,10
남성복,NNG,10
타지,NNG,10
타격,NNG,10
커리어,NNP,10
화폐,NNG,10
조사표,NNG,10
줄였,VV+EP,10
불가피,XR,10
때론,MAG+JX,10
직전,NNG,10
줍니다,VX+EF,10
보내온,VV+ETM,10
재정리,NNG,10
작업량,NNG,10
소란,NNG,10
밀링,NNG,10
유니클로,NNP,10
에버,NNG,10
화평,NNG,10
대중교통,NNG,10
싱,NNP,10
긋,VV,10
파고들,VV,10
CVD,SL,10
issue,SL,10
문헌,NNG,10
폴리머,NNG,10
대행사,NNP,10
불신,NNG,10
클러스터,NNG,10
CREATIVE,SL,10
열풍,NNG,10
에칭,NNG,10
TSMC,SL,10
소신,NNG,10
긴밀,XR,10
전류,NNG,10
올리브,NNG,10
네트,NNG,10
태권도,NNG,10
기억력,NNG,10
폐업,NNG,10
안드로이드,NNG,10
산정,NNG,10
bytes,SL,10
방범,NNG,10
흐르,VV,10
겁니다,NNB+VCP+EF,10
놓였었,VV+EP,10
가격대,NNG,10
기내,NNG,10
HDL,SL,10
보증금,NNG,10
플라자,NNP,10
인생관,NNG,10
Service,SL,10
대림산업,NNP,10
조선족,NNG,10
받아들일,VV+ETM,10
TEL,SL,10
포용력,NNG,10
팩,NNG,10
응,NNG,10
안테나,NNG,10
지니,NNP,10
로보,NNP,10
드,NNP,10
출판,NNG,10
놀자,NNP,10
이베이,NNP,10
현역,NNG,10
경신,NNG,10
적십자사,NNG,10
소장,NNG,9
모를,VV+ETM,9
점하,VV,9
클레임,NNG,9
취하,VV,9
바람직,XR,9
이뤄냈,VV+EC+VX+EP,9
지,EF,9
승화,NNG,9
부끄럽,VA,9
조향,NNG,9
거대,NNG,9
가수,NNG,9
커질,VA+EC+VX+ETM,9
기전,NNG,9
인체,NNG,9
적립,NNG,9
봉착,NNG,9
상인,NNG,9
유수,NNG,9
해야,VV+EC+VX,9
적어도,MAG,9
접속,NNG,9
연상,NNG,9
a,SL,9
테,NNG,9
중재자,NNG,9
관람,NNG,9
가져다주,VV,9
감명,NNG,9
벨,NNG,9
친하,VA,9
카테고리,NNG,9
상징,NNG,9
새기,VV,9
일류,NNG,9
슈,EC,9
아카데미,NNG,9
계산서,NNG,9
원익,NNP,9
열중,NNG,9
세기,NNG,9
폰,NNG,9
친화,NNG,9
사라졌,VV+EP,9
장르,NNG,9
무더운,VA+ETM,9
간편,XR,9
작전,NNG,9
어긋나,VV,9
빌려,VV+EC,9
포토샵,NNP,9
엄수,NNG,9
견디,VV,9
실업,NNG,9
부딪힌,VV+ETM,9
협찬,NNG,9
Z,SL,9
브레인스토밍,NNG,9
옳,VA,9
각지,NNG,9
물집,NNG,9
채소,NNG,9
대우,NNG,9
주류,NNG,9
보태,VV,9
생생,XR,9
친한,VA+ETM,9
성별,NNG,9
늘어날,VV+ETM,9
스폰서,NNG,9
대단,XR,9
밤낮,NNG,9
이른,VA+ETM,9
간격,NNG,9
가하,VV,9
자분,NNG,9
또래,NNG,9
전념,NNG,9
단,ETM,9
1800,SN,9
양,NNB,9
일종,NNG,9
일시,NNG,9
고갈,NNG,9
으셨,EP+EP,9
일병,NNG,9
기울일,VV+ETM,9
학대,NNG,9
일화,NNG,9
파고,NNG,9
대국,NNG,9
이길,VV+ETM,9
보편,NNG,9
패널,NNG,9
증강현실,NNP,9
코팅,NNG,9
출석률,NNG,9
금지,NNG,9
선언,NNG,9
부과,NNG,9
국외,NNG,9
에이스,NNG,9
정교,XR,9
짐,EC+VX+ETN,9
공백,NNG,9
리포트,NNG,9
행복감,NNG,9
일부러,MAG,9
조종,NNG,9
결단력,NNG,9
장착,NNG,9
재경,NNG,9
차분,XR,9
캄보디아,NNP,9
출범,NNG,9
어르신,NNG,9
달려가,VV,9
해피,NNG,9
한국전력공사,NNP,9
단시간,NNG,9
번거,XR,9
살려서,VV+EC,9
조력자,NNG,9
실천력,NNG,9
민감,NNG,9
장난감,NNG,9
주눅,NNG,9
했으며,XSA+EP+EC,9
인맥,NNG,9
플레이어,NNG,9
대륙,NNG,9
버렸,VX+EP,9
뱃지,NNP,9
압박,NNG,9
채점,NNG,9
기술원,NNG,9
CFO,SL,9
인내심,NNG,9
플랫폼,NNG,9
숲,NNG,9
슈퍼,NNG,9
속하,VV,9
육상,NNG,9
난,VV+ETM,9
고찰,NNG,9
안녕,NNG,9
봄,NNG,9
딛,VV,9
크레이,NNP,9
거친,VV+ETM,9
이성,NNG,9
출발,NNG,9
위축,NNG,9
무산,NNG,9
분장,NNG,9
냉철,XR,9
견문,NNG,9
호소,NNG,9
고루,MAG,9
목적지,NNG,9
펌프,NNG,9
붓,VV,9
학번,NNG,9
찾아왔,VV+EP,9
빵,NNG,9
날개,NNG,9
임원진,NNP,9
바이오디젤,NNP,9
단결,NNG,9
익힌,VV+ETM,9
붙이,VV,9
지만,VCP+EC,9
꽤,MAG,9
자취,NNG,9
오늘,MAG,9
텀블러,NNG,9
지리,NNG,9
대전,NNP,9
정진,NNG,9
타개,NNG,9
34,SN,9
죽,VV,9
파이프,NNG,9
위임,NNG,9
흡수,NNG,9
적점,NNG,9
부산항,NNP,9
23,SN,9
굳건히,MAG,9
스페인,NNP,9
달인,NNG,9
파이,NNG,9
95,SN,9
커져,VA+EC+VX+EC,9
다운,NNG,9
사이즈,NNG,9
구별,NNG,9
벽화,NNG,9
떨어진다는,VV+ETM,9
깔끔,XR,9
중부,NNG,9
연령층,NNG,9
최우수,NNG,9
운동장,NNG,9
뛸,VV+ETM,9
디딤돌,NNG,9
닥칠,VV+ETM,9
한국가스공사,NNP,9
송금,NNG,9
트러블,NNG,9
한진,NNP,9
안전관,NNG,9
리자,NNG,9
s,SL,9
경고,NNG,9
350,SN,9
Plan,SL,9
달하,VV,9
원자로,NNG,9
까지,NNG,9
중소,NNG,9
범죄,NNG,9
인과,NNG,9
내수,NNG,9
좌초,NNG,9
과업,NNG,9
생긴다면,VV+EC,9
불러일으키,VV,9
페이스,NNG,9
허투루,MAG,9
피부,NNG,9
시각화,NNG,9
가져온,VV+ETM,9
허물,VV,9
흑인,NNG,9
자,IC,9
홍보물,NNG,9
넓힐,VV+ETM,9
탐방,MAG,9
밀,VV,9
알릴,VV+ETM,9
올렸,VV+EP,9
남용,NNG,9
나눴,VV+EP,9
밀리,VV,9
시퀀스,NNG,9
정수,NNG,9
경농,NNP,9
적금,NNG,9
는다,EF,9
이등병,NNG,9
전액,NNG,9
법무,NNG,9
죄송,XR,9
결석,NNG,9
함수,NNG,9
심하,VA,9
이중,NNG,9
로그인,NNG,9
t,SL,9
제조사,NNG,9
블루,NNP,9
Market,SL,9
모은,VV+ETM,9
특강,NNG,9
상하,NNG,9
높이,MAG,9
구매력,NNG,9
민박,NNG,9
권리,NNG,9
작가,NNG,9
표본,NNG,9
두려웠,VA+EP,9
잦아지,VV,9
교감,NNG,9
상점,NNG,9
코리아,NNG,9
우물,NNG,9
개구리,NNG,9
현대모비스,NNP,9
폐기물,NNG,9
SR,SL,9
CSV,SL,9
공평,NNG,9
지혜,NNG,9
KTH,SL,9
가이드북,NNG,9
메,VV+EC,9
Wafer,SL,9
등한시,NNG,9
의혹,NNG,9
불러올,VV+ETM,9
펌웨어,NNG,9
미처,MAG,9
AWS,SL,9
시범,NNG,9
진열대,NNG,9
터놓,VV,9
해서든,VX+EC,9
HMR,SL,9
성취도,NNG,9
입주자,NNG,9
감독원,NNG,9
제반,NNG,9
주유소,NNG,9
생산품,NNG,9
내색,NNG,9
빌리,VV,9
보험학,NNG,9
건자재,NNG,9
할부금,NNG,9
이관,NNG+VCP+ETM,9
여야만,EC+JX,9
정업,NNG,9
짰,VV+EP,9
유인,NNG,9
엔,NNG,9
뭘,NP+JKO,9
올림피아드,NNG,9
뒷일,NNG,9
몰라라,VV+EC,9
형소법,NNG,9
민소법,NNG,9
합주,NNG,9
말렸,VV+EP,9
대행업,NNG,9
대웅,NNG,9
자리매김,NNG,8
당했,VV+EP,8
앤,NNG+JX,8
콜라,NNG,8
취소,NNG,8
지났,VV+EP,8
GMP,SL,8
차트,NNG,8
일반인,NNG,8
랩,NNG,8
종,NNG,8
qPCR,SL,8
ELISA,SL,8
완화,NNG,8
밝히,VV,8
항체,NNG,8
마비,NNG,8
재무관리,NNP,8
동문,NNG,8
서울대,NNP,8
ID,SL,8
졌으며,VX+EP+EC,8
나뉘,VV,8
PR,SL,8
불,NNG,8
알차,VA,8
아프리카,NNP,8
용설,NNG,8
고르,VV,8
정서,NNG,8
인센티브,NNG,8
본,MM,8
절망,NNG,8
할수록,XSV+EC,8
한자,NNG,8
계산기,NNG,8
탭,NNG,8
빼,VV,8
이터,NNP,8
적재적소,NNG,8
LS,SL,8
갖,VX,8
자란,VV+ETM,8
핸드폰,NNG,8
야외,NNG,8
다녀온,VV+ETM,8
신한,NNP,8
밑바탕,NNG,8
무더위,NNG,8
난감,XR,8
뜻깊,VA,8
2008,SN,8
독점,NNG,8
케이스,NNP,8
총무부,NNG,8
사무직,NNG,8
아이스크림,NNG,8
끌어올릴,VV+ETM,8
140,SN,8
우체국,NNG,8
가을,NNG,8
이대로,MAG,8
염두,NNG,8
열,VV+ETM,8
하계,NNG,8
통찰,NNG,8
역동,NNG,8
졸업식,NNG,8
수평,NNG,8
분석가,NNG,8
담배,NNG,8
과다,NNG,8
앞둔,VV+ETM,8
그만,MAG,8
라며,VCP+EC,8
ds,SL,8
진도,NNG,8
옮겨,VV+EC,8
전개,NNG,8
횟수,NNG,8
하루하루,MAG,8
영광,NNG,8
짐,NNG,8
내연,NNG,8
오늘날,NNG,8
전기자동차,NNP,8
],SY,8
지냈,VV+EP,8
감탄,NNG,8
일터,NNG,8
스승,NNG,8
납니다,VV+EF,8
안,VV,8
내딛,VV,8
갈,VV,8
99,SN,8
가,NNG,8
바둑,NNG,8
화려,XR,8
강요,NNG,8
재현,NNG,8
발광,NNG,8
느낍니다,VV+EF,8
발언,NNG,8
별다른,VA+ETM,8
평일,NNG,8
메탄올,NNG,8
셔,VCP+EP+EF,8
실에,NNG,8
학자,NNG,8
좌석,NNG,8
특유,NNG,8
달리기,NNG,8
신,NNG,8
중요시,NNG,8
예술,NNG,8
스쿨,NNG,8
파손,NNG,8
들어왔,VV+EP,8
바빴,VA+EP,8
삼광,NNP,8
분실물,NNG,8
돌려,VV+EC,8
베풀,VV,8
자주포,NNG,8
병합,NNG,8
냉동기,NNG,8
씻,VV,8
e,SL,8
아마존,NNP,8
TNS,SL,8
월급,NNG,8
몸담,VV,8
세계인,NNG,8
샘플링,NNG,8
끼,VV,8
잠재력,NNG,8
다국적,NNG,8
살아온,VV+ETM,8
정립,NNG,8
따,VV,8
방영,NNG,8
스무,MM,8
뷰,NNP,8
조도,NNG,8
본분,NNG,8
어려워서,VA+EC,8
공지,NNG,8
수도,NNG,8
돌아가,VV+EC,8
마주치,VV,8
동계,NNP,8
미니,NNG,8
채울,VV+ETM,8
들어간,VV+ETM,8
엔지니어링,NNG,8
해왔으며,XSV+EC+VX+EP+EC,8
서명,NNG,8
투어,NNG,8
내빈,NNG,8
알바,NNP,8
여서도,EC+JX,8
널리,MAG,8
배선,NNG,8
대구,NNP,8
여타,NNG,8
LP,SL,8
허심탄회,NNG,8
마음껏,MAG,8
레,NNP,8
빛나,VV,8
세요,EP+EF+VCP,8
애착,NNG,8
대금,NNG,8
한쪽,NNG,8
때마침,MAG,8
참조,NNG,8
봐도,VV+EC,8
존,NNP,8
안건,NNG,8
으신,EP+ETM,8
그래픽,NNG,8
놀랐,VV+EP,8
행진,NNG,8
빈번,XR,8
팁,NNG,8
찾아갔,VV+EP,8
모자란,VV+ETM,8
탈,VV+ETM,8
합니까,XSV+EF,8
입소,NNG,8
역대,NNG,8
결력,NNG,8
치수,NNG,8
발맞추,VV,8
똑바로,MAG,8
군인,NNG,8
극,NNG,8
갈리,VV,8
나사,NNG,8
운영비,NNG,8
송수신,NNG,8
다닐,VV+ETM,8
진솔,NNG,8
세계사,NNG,8
버,VV,8
RFID,SL,8
더욱이,MAJ,8
이게,NP+JKS,8
라즈베리,NNG,8
