가격,"값

"
내복,"내의, 속내의

"
내사,"뒷조사

"
내세,"후세
"
내시,"내관, 환관

"
내실,"안방

"
내실,"실속

"
내심,"속마음

"
내야,"내야수
"
내야수,"내야
"
내역,"명세

"
내역서,"명세서

"
내왕,"왕래

"
내왕,"왕래

"
내외,"안팎

"
내외,"안팎

"
내외,"부부

"
내외간,"내외지간, 부부간, 부부지간

"
내외지간,"내외간, 부부간, 부부지간

"
내의,"속옷

"
내의,"내복, 속내의

"
내일,"명일
"
내일모레,"모레1
"
내전,"대전2

"
내전,"내란

"
내통,"간음, 야합, 통정

"
내피,"외피

"
내한,"방한2

"
냉,"냉병

"
냉각기,"냉각기간

"
냉각기간,"냉각기1

"
냉기,"찬기1, 한기
"
냉대,"박대, 푸대접, 한대

"
냉병,"냉

"
냉수,"찬물
"
냉커피,"아이스커피

"
너비,"넓이, 폭
"
너트,"암나사
"
넋,"혼, 혼백

"
널,"널빤지, 널판, 널판자, 판3, 판자

"
널빤지,"널1, 널판, 널판자, 판3, 판자

"
널판,"널빤지

"
널판자,"널빤지

"
넓이,"너비, 폭

"
넙치,"광어

"
넝쿨,"덩굴

"
네거리,"사거리

"
네모,"사각2, 사각형

"
네온,"네온사인

"
네온사인,"네온

"
네트,"그물

"
네트워크,"통신망

"
네트워크,"방송망

"
네티즌,"누리꾼

"
넥타이,"타이2

"
노년,"늘그막, 만년1
"
노동자,"근로자

"
노동조합,"노조

"
노동조합원,"노조원

"
노랫말,"가사3

"
노른자,"노른자위

"
노른자,"노른자위

"
노른자위,"노른자

"
노른자위,"노른자

"
노름,"도박

"
노름꾼,"도박꾼

"
노름판,"도박장, 도박판

"
노망,"망령
"
노면,"길바닥

"
노무자,"노동자

"
노변,"길가, 길섶, 길옆

"
노상,"길바닥

"
노숙인,"노숙자

"
노숙자,"노숙인

"
노인,"늙은이

"
노작,"역작

"
노정,"도정2

"
노조,"노동조합

"
노조원,"노동조합원

"
노처녀,"올드미스
"
노천,"바깥, 밖, 한데2

"
노트,"공책

"
노트,"필기

"
노트북,"노트북 컴퓨터

"
노하우,"기술1, 비결, 비법

"
노하우,"기술1, 비결, 비법

"
녹말,"녹말가루, 전분

"
녹말가루,"녹말, 전분

"
녹색,"초록색

"
논리,"논리학

"
논리학,"논리

"
논박,"반박

"
논설,"논설문

"
논설문,"논설

"
논스톱,"직행

"
논의,"의논

"
논픽션,"비소설
"
놀이,"유희

"
놀이공원,"놀이동산, 유원지

"
놀이꾼,"유람객

"
놀이동산,"놀이공원, 유원지

"
놋,"놋쇠

"
놋쇠,"놋

"
농,"농담

"
농,"장롱
"
농가,"농삿집

"
농가,"농삿집

"
농경지,"농지

"
농군,"농민

"
농기구,"농구

"
농담,"농1
"
농민,"농군

"
농법,"농사법

"
농부,"농사꾼

"
농사꾼,"농부

"
농사법,"농법

"
농삿집,"농가

"
농삿집,"농가

"
농수산,"농수산업

"
농수산업,"농수산

"
농악,"풍물놀이

"
농작물,"작물

"
농지,"농경지

"
높낮이,"고저

"
높임,"존칭

"
높임말,"경어, 존댓말
"
높임법,"경어법

"
뇌,"두뇌, 골3

"
뇌성,"천둥소리

"
누더기,"남루

"
누드,"알몸

"
누런색,"황2, 황색
"
누리꾼,"네티즌

"
누설,"누출

"
누설,"누출

"
누에고치,"고치

"
누에치기,"양잠

"
누출,"누설

"
누출,"누설

"
눈,"시력

"
눈,"눈금

"
눈가,"눈언저리

"
눈금,"눈2

"
눈길,"시선

"
눈길,"시선

"
눈까풀,"눈꺼풀

"
눈깔사탕,"알사탕

"
눈꺼풀,"눈까풀

"
눈꼬리,"눈초리

"
눈대중,"눈어림, 눈짐작

"
눈동자,"동공

"
눈뜬장님,"까막눈, 까막눈이, 문맹

"
눈망울,"눈알, 안구

"
눈매,"눈맵시

"
눈맵시,"눈매

"
눈살,"눈총

"
눈알,"눈망울, 안구
"
눈앞,"목전

"
눈앞,"목전

"
눈약,"안약

"
