단어,형태소,횟수
오너,NNG,4
입주민,NNG,4
정치인,NNG,4
선바이저,NNG,4
스펙트럼,NNG,4
교실,NNG,4
문헌,NNG,4
생성,NNG,4
양친,NNG,4
신지식인,NNP,4
법안,NNG,4
전자레인지,NNG,4
페이퍼,NNG,4
닳,VV,4
위아래,NNG,4
보험금,NNG,4
환우,NNG,4
단열재,NNG,4
지지,NNG,3
치매,NNG,3
공문,NNG,3
샘,NNP,3
간장,NNG,3
에센스,NNG,3
뚝심,NNG,3
유명,NNG,3
농축,NNG,3
동종,NNG,3
캔,NNG,3
큐대,NNG,3
에소,NNP,3
메,NNG,3
졸,NNG,3
이기,NNG,3
전화위복,NNG,3
향료,NNG,3
발효,NNG,3
독성,NNG,3
라이브,NNG,3
급속도,NNG,3
길거리,NNG,3
노출,NNG,3
간직,NNG,3
연구생,NNG,3
동정,NNG,3
혐기,NNG,3
접합,NNG,3
수득,NNG,3
업데이트,NNG,3
총,NNG,3
억제,NNG,3
건선,NNG,3
항,NNG,3
판정,NNG,3
항암,NNG,3
적립,NNG,3
낙담,NNG,3
항체,NNG,3
유수,NNG,3
반출,NNG,3
고려개발,NNP,3
강자,NNG,3
안심,NNG,3
자연재해,NNG,3
직과,NNG,3
밀러,NNP,3
전환점,NNG,3
잠시,NNG,3
편협,NNG,3
귀담아들,VV,3
회피,NNG,3
주시,NNG,3
안전사고,NNG,3
자제,NNG,3
공생,NNG,3
불,NNG,3
하교,NNG,3
대우,NNP,3
찾아뵈,VV,3
다툼,NNG,3
상당히,MAG,3
친근감,NNG,3
무릎,NNG,3
고마움,NNG,3
녹색,NNG,3
겹치,VV,3
연마,NNG,3
진흥,NNG,3
전용,NNG,3
증력,NNG,3
간단히,MAG,3
전과,NNG,3
절망,NNG,3
차석,NNG,3
무,NNG,3
미련,NNG,3
장악,NNG,3
정식,NNG,3
수소문,NNG,3
프린팅,NNG,3
서식,NNG,3
들어서,VV,3
절실히,MAG,3
매주,NNG,3
자기소개,NNG,3
어쩌면,MAG,3
오디오,NNG,3
앰프,NNG,3
축전기,NNG,3
예외,NNG,3
구직,NNG,3
트랜지스터,NNG,3
효성,NNP,3
생태계,NNG,3
댓글,NNG,3
돌,NNG,3
매체,NNG,3
덜,MAG,3
협심,NNG,3
스탠드,NNG,3
구비,NNG,3
토익,NNG,3
正道,NNG,3
한인,NNG,3
부각,NNG,3
탈퇴,NNG,3
지배,NNG,3
유로,NNG,3
추측,NNG,3
노래방,NNG,3
배,VV,3
전주,NNP,3
마을,NNG,3
객,NNG,3
열광,NNG,3
대가,NNG,3
일체,NNG,3
뜨겁,VA,3
못지않,VA,3
독점,NNG,3
깨지,VV,3
각오,NNG,3
몸짓,NNG,3
실업,NNG,3
발행,NNG,3
홍대,NNG,3
벗,VV,3
옳,VA,3
회전율,NNG,3
진,NNP,3
각지,NNG,3
가져오,VV,3
완전,NNG,3
염두,NNG,3
배전,NNG,3
그간,NNG,3
연장자,NNG,3
부상,NNG,3
영웅,NNG,3
농수산,NNG,3
시음,NNG,3
아세안,NNP,3
명품,NNG,3
숙련도,NNG,3
망,NNG,3
전개,NNG,3
테마,NNG,3
풀,NNG,3
재빠르,VA,3
하루하루,MAG,3
출품,NNG,3
문구점,NNG,3
구동,NNG,3
내연,NNG,3
보존,NNG,3
현명,NNG,3
탑재,NNG,3
은혜,NNG,3
조기,NNG,3
내재,NNG,3
내다보,VV,3
스승,NNG,3
검품,NNG,3
공병,NNG,3
겨울철,NNG,3
시식,NNG,3
납축전지,NNG,3
박차,NNG,3
가하,VV,3
원형,NNG,3
불량품,NNG,3
발령,NNG,3
벌어지,VV,3
기술직,NNG,3
잉여,NNG,3
물러서,VV,3
노동자,NNG,3
드림,NNP,3
오가,VV,3
버팀목,NNG,3
사망,NNG,3
전념,NNG,3
대폭,MAG,3
증서,NNG,3
서두르,VV,3
세월,NNG,3
판도,NNG,3
원료,NNG,3
결코,MAG,3
안,VV,3
청정,NNG,3
가교,NNG,3
주춤,MAG,3
등대,NNG,3
틀림없,VA,3
무인화,NNG,3
사회인,NNG,3
내딛,VV,3
헤매,VV,3
연대장,NNG,3
깨우,VV,3
고군분투,NNG,3
고등,NNG,3
목사,NNG,3
부부,NNG,3
입히,VV,3
저서,NNG,3
약,NNG,3
일화,NNG,3
용납,NNG,3
부단히,MAG,3
단의,NNG,3
보편,NNG,3
강요,NNG,3
정말로,MAG,3
재현,NNG,3
투과율,NNG,3
승마,NNG,3
뇌성마비,NNP,3
불안감,NNG,3
제정,NNG,3
꿰뚫,VV,3
막연히,MAG,3
부작용,NNG,3
소멸,NNG,3
산출,NNG,3
대수,NNG,3
동경,NNG,3
플래카드,NNG,3
스타,NNG,3
접착력,NNG,3
스피치,NNP,3
코멘트,NNP,3
축,NNG,3
에스,NNG,3
정보력,NNG,3
디,NNG,3
유와,NNG,3
페이스북,NNP,3
삼광,NNG,3
콜링,NNP,3
밀집,NNG,3
번화가,NNG,3
재빨리,MAG,3
기뻐하,VV,3
드디어,MAG,3
시동,NNG,3
연휴,NNG,3
표창장,NNG,3
계통도,NNG,3
기지,NNG,3
탱크,NNG,3
초음파,NNG,3
진동자,NNG,3
아랫부분,NNG,3
씻,VV,3
왕래,NNG,3
외환,NNG,3
다각화,NNG,3
피트,NNG,3
도색,NNG,3
다듬,VV,3
헛되,VA,3
굳이,MAG,3
영미,NNG,3
재난,NNG,3
다국적,NNG,3
장래,NNG,3
소중히,MAG,3
비만,NNG,3
기점,NNG,3
불굴,NNG,3
주의깊,VA,3
매매,NNG,3
요건,NNG,3
바이,NNG,3
빈손,NNG,3
행여나,MAG,3
방영,NNG,3
비하,NNG,3
터,NNP,3
일식집,NNG,3
유익,NNG,3
한눈,NNG,3
젖,VV,3
흠뻑,MAG,3
미니,NNG,3
계,NNG,3
견해차,NNG,3
방진복,NNG,3
합창단,NNG,3
낯,NNG,3
엔지니어링,NNG,3
지문,NNG,3
튀,VV,3
진화,NNG,3
시편,NNG,3
파형,NNG,3
슈퍼,NNG,3
단련,NNG,3
주식회사,NNG,3
속하,VV,3
고추,NNG,3
삽질,NNG,3
잔,NNG,3
자존심,NNG,3
아기,NNG,3
동양인,NNG,3
카네기,NNP,3
분열,NNG,3
타계,NNG,3
초석,NNG,3
재검사,NNG,3
락,NNG,3
칠,NNG,3
영위,NNG,3
출납,NNG,3
선입,NNG,3
한결,MAG,3
섬유,NNG,3
접착제,NNG,3
다이어리,NNG,3
기념일,NNG,3
생일,NNG,3
한잔,NNG,3
코너,NNG,3
소품,NNG,3
끝없이,MAG,3
상거래,NNG,3
배포,NNG,3
접시,NNG,3
위축,NNG,3
회의감,NNG,3
히치,NNG,3
하이킹,NNG,3
수확,NNG,3
숨,VV,3
애착,NNG,3
발표력,NNG,3
황,NNG,3
자립,NNG,3
행운,NNG,3
기쁘,VA,3
출마,NNG,3
당선,NNG,3
견문,NNG,3
이어주,VV,3
타이완,NNP,3
연,NNG,3
성품,NNG,3
영양소,NNG,3
경상남도,NNP,3
태풍,NNG,3
싸움,NNG,3
나기,NNG,3
불태우,VV,3
펌프,NNG,3
활물질,NNG,3
턱없이,MAG,3
참조,NNG,3
워크숍,NNG,3
이동현,NNP,3
자긍심,NNG,3
장식,NNG,3
상표,NNG,3
통로,NNG,3
그래픽,NNG,3
디자이너,NNG,3
스크랩,NNG,3
추첨,NNG,3
영감,NNG,3
허락,NNG,3
제주도,NNP,3
루트,NNG,3
눈물,NNG,3
깨달음,NNG,3
소성,NNG,3
퍼지,VV,3
음료수,NNG,3
점원,NNG,3
막차,NNG,3
만류,NNG,3
밸브,NNG,3
경동나비엔,NNP,3
온수,NNG,3
국한,NNG,3
아름답,VA,3
암기력,NNG,3
런닝,NNG,3
오늘,MAG,3
매일,NNG,3
지형,NNG,3
신병,NNG,3
설레,VV,3
보호자,NNG,3
싸우,VV,3
생계,NNG,3
참고서,NNG,3
울,VV,3
출장,NNG,3
죽,VV,3
결력,NNG,3
파이프,NNG,3
소책자,NNG,3
메세지,NNG,3
반박,NNG,3
임시,NNG,3
면장,NNG,3
되려,MAG,3
진작,NNG,3
차근히,MAG,3
망설이,VV,3
난항,NNG,3
기술진,NNG,3
감시,NNG,3
밀접,NNG,3
도태,NNG,3
당사자,NNG,3
진솔,NNG,3
주간,NNG,3
월간,NNG,3
현저히,MAG,3
원부,NNG,3
라오스,NNP,3
기피,NNG,3
요령,NNG,3
벽돌,NNG,3
구,NNG,3
부엌,NNG,3
입출,NNG,3
블로거,NNP,3
통학,NNG,3
진동,NNG,3
시력,NNG,3
라즈베리,NNG,3
파이,NNG,3
출산율,NNG,3
제어기,NNG,3
강국,NNG,3
제치,VV,3
미세화,NNG,3
포지션,NNG,3
집적도,NNG,3
희극,NNG,3
본국,NNG,3
목록,NNG,3
내일,MAG,3
의복,NNG,3
분주,NNG,3
뒷정리,NNG,3
태양열,NNG,3
당면,NNG,3
치약,NNG,3
편히,MAG,3
아무것,NNG,3
실버,NNP,3
단지,MAG,3
세분화,NNG,3
부리,VV,3
자아실현,NNG,3
거래소,NNG,3
눈빛,NNG,3
채팅,NNG,3
디딤돌,NNG,3
법회,NNG,3
출국,NNG,3
거울,NNG,3
한국전력,NNP,3
미결산,NNG,3
분식,NNG,3
붕,MAG,3
뜨,VV,3
실례,NNG,3
불상사,NNG,3
부서원,NNG,3
계획안,NNG,3
민폐,NNG,3
깜빡하,VV,3
여행지,NNG,3
폰,NNP,3
맵,NNG,3
로얄,NNP,3
패스,NNG,3
베스트,NNG,3
배차,NNG,3
자식,NNG,3
준비물,NNG,3
상하차,NNG,3
이러,VV,3
수출입,NNG,3
기판,NNG,3
안전관,NNG,3
리자,NNG,3
적외선,NNG,3
이,NNG,3
막대,NNG,3
점도,NNG,3
기력,NNG,3
임계점,NNG,3
디어,NNP,3
샙,NNG,3
투표,NNG,3
기저,NNP,3
경각심,NNG,3
핵연료,NNG,3
범죄,NNG,3
육박,NNG,3
단지,NNG,3
내실,NNG,3
학,MAG,3
타진,NNG,3
선진,NNG,3
편중,NNG,3
근교,NNG,3
월드컵,NNG,3
리스트,NNP,3
인건비,NNG,3
군수,NNG,3
인사이트,NNP,3
사회봉사,NNG,3
바다,NNG,3
놀림,NNG,3
샷,NNG,3
항공업,NNG,3
역부족,NNG,3
장거리,NNG,3
재수,NNG,3
페이스,NNG,3
자투리,NNG,3
주중,NNG,3
허투루,MAG,3
임차,NNG,3
월말,NNG,3
관계사,NNG,3
불참,NNG,3
부득이,MAG,3
교육부,NNG,3
현안,NNG,3
숙박,NNG,3
호주,NNG,3
토킹,NNP,3
사막,NNG,3
에어,NNG,3
일념,NNG,3
응급실,NNG,3
병역,NNG,3
고학년,NNG,3
서핑,NNG,3
신원,NNG,3
팔리,VV,3
허물어지,VV,3
콜라보,NNP,3
코트,NNG,3
공시,NNG,3
아픔,NNG,3
임의,NNG,3
흑인,NNG,3
언행,NNG,3
날카롭,VA,3
지면,NNG,3
북,NNP,3
스타트,NNG,3
대비책,NNG,3
매크로,NNG,3
부응,NNG,3
족도,NNG,3
피벗,NNG,3
룸메이트,NNG,3
입구,NNG,3
역무,NNG,3
개론,NNG,3
나노,NNP,3
윤활제,NNG,3
난이도,NNG,3
일식,NNG,3
우동,NNG,3
장인,NNG,3
캐논,NNP,3
사무기기,NNG,3
저항,NNG,3
제작비,NNG,3
치,NNG,3
명,NNG,3
간담회,NNG,3
사물함,NNG,3
혐의,NNG,3
하나같이,MAG,3
지옥,NNG,3
저,VV,3
능글맞,VA,3
고참,NNG,3
부사관,NNG,3
군용,NNG,3
처다보,VV,3
직영,NNG,3
한때,NNG,3
판매점,NNG,3
열람,NNG,3
여명,NNG,3
승낙,NNG,3
팅,MAG,3
쿠폰,NNG,3
꺼리,VV,3
독하,VA,3
시리얼,NNP,3
파동,NNG,3
사육,NNG,3
항생제,NNG,3
장단,NNG,3
장직,NNG,3
온스,NNG,3
다년간,NNG,3
내화성,NNG,3
방염,NNG,3
노,NNP,3
멕스,NNP,3
범퍼,NNG,3
레일,NNG,3
기온,NNG,3
산원,NNG,3
주파수,NNG,3
입출력,NNG,3
타이밍,NNG,3
클록,NNP,3
대학원생,NNG,3
끼우,VV,3
석인,NNG,3
변전소,NNG,3
조류,NNG,3
한국남,NNP,3
동발,NNG,3
그린벨트,NNG,3
선로,NNG,3
업그레이드,NNG,3
가벼이,MAG,3
해독,NNG,3
메모장,NNP,3
변함없이,MAG,3
홍,NNG,3
부동,NNG,3
상업,NNG,3
대보,NNG,3
흠,NNG,3
전제,NNG,3
뿌리치,VV,3
병장,NNG,3
승패,NNG,3
스트라이커,NNG,3
슬럼프,NNG,3
난생,MAG,3
일손,NNG,3
레드,NNP,3
나아지,VV,3
대대,NNG,3
마이크로프로세서,NNG,3
스카다,NNP,3
유속,NNG,3
자녀,NNG,3
문과,NNG,3
렌,NNG,3
환급,NNG,3
소프트아이스크림,NNG,3
시식대,NNG,3
프랜차이즈,NNG,3
파생,NNG,3
디저트,NNG,3
정관,NNG,3
체육관,NNG,3
딥,NNG,3
베트남,NNP,3
부동,NNP,3
매입,NNG,3
가계,NNG,3
상환,NNG,3
채권,NNG,3
국유재산,NNP,3
세법,NNG,3
숨기,VV,3
공정성,NNG,3
해상,NNG,3
공무원,NNG,3
재원,NNG,3
뉴욕,NNP,3
중고차,NNG,3
추이,NNG,3
당연히,MAG,3
순발력,NNG,3
입문,NNG,3
기용,NNG,3
독단,NNG,3
물결,NNG,3
마진,NNG,3
보급,NNG,3
탑,NNG,3
교차로,NNG,3
횡단보도,NNG,3
적발,NNG,3
대령,NNG,3
교통위반,NNP,3
발부,NNG,3
소터,NNP,3
국경,NNG,3
인종,NNG,3
지휘,NNG,3
교과서,NNG,3
친절히,MAG,3
현대로템,NNP,3
되짚,VV,3
털어놓,VV,3
위로,NNG,3
탑승,NNG,3
침해,NNG,3
간호학,NNG,3
일거양득,NNG,3
우유,NNG,3
방치,NNG,3
동네,NNG,3
재차,MAG,3
등수,NNG,3
튼튼히,MAG,3
정제,NNG,3
입자,NNG,3
주가,NNG,3
외면,NNG,3
타입,NNG,3
사무원,NNG,3
모순,NNG,3
후원금,NNG,3
리,NNP,3
높이,MAG,3
거론,NNG,3
대생,NNG,3
시급,NNG,3
눈치채,VV,3
구매력,NNG,3
분담금,NNG,3
일부분,NNG,3
예보,NNG,3
보험료,NNG,3
사은품,NNG,3
마크,NNG,3
포용,NNG,3
퍼포먼스,NNG,3
막장,NNG,3
일주일,NNG,3
숙련,NNG,3
표본,NNG,3
칼럼,NNG,3
중복,NNG,3
경리,NNG,3
의기투합,NNG,3
트라우마,NNP,3
개혁,NNG,3
몹,NNP,3
스태프,NNG,3
칩과,NNP,3
핀,NNG,3
수식어,NNG,3
기말고사,NNG,3
마네킹,NNG,3
집행부,NNG,3
소진,NNG,3
야구단,NNG,3
외근,NNG,3
곁,NNG,3
학비,NNG,3
진위,NNG,3
타격,NNG,3
커리어,NNP,3
발돋움,NNG,3
화폐,NNG,3
세무사,NNG,3
미스코리아,NNP,3
근무지,NNG,3
출발점,NNG,3
레미제라블,NNG,3
용서,NNG,3
키덜트,NNP,3
볼드,NNG,3
귀걸이,NNG,3
목걸이,NNG,3
조사표,NNG,3
날로,MAG,3
참모,NNG,3
드나들,VV,3
겨냥,NNG,3
도리,NNG,3
신문고,NNG,3
지하,NNG,3
지구력,NNG,3
킹,MAG,3
송장,NNG,3
회귀,NNG,3
화주,NNG,3
외삼촌,NNG,3
대원,NNP,3
주입,NNG,3
익,VV,3
보이스,NNP,3
피싱,NNP,3
급증,NNG,3
사출,NNG,3
객원,NNG,3
터로,NNP,3
판촉물,NNG,3
짊어지,VV,3
정체기,NNG,3
뇌,NNG,3
수련,NNG,3
톱,NNG,3
경마장,NNG,3
질서,NNG,3
마권,NNG,3
한국감정원,NNP,3
밀링,NNG,3
후처리,NNG,3
백문,NNG,3
불여일견,NNG,3
측정기,NNG,3
동관,NNG,3
카트리지,NNG,3
전압,NNG,3
가동률,NNG,3
서부산,NNP,3
공무,NNG,3
카티아,NNP,3
파크,NNG,3
공익,NNG,3
엉덩이,NNG,3
여건,NNG,3
디지탈,NNG,3
토양,NNG,3
홀,NNP,3
공유가치창출,NNP,3
펀딩,NNP,3
구매자,NNG,3
언서,NNG,3
할인점,NNG,3
대표자,NNG,3
집합,NNG,3
바이올린,NNG,3
추론,NNG,3
홈즈,NNP,3
환산,NNG,3
퍼시스,NNP,3
초미세,NNG,3
노광,NNG,3
할당제,NNG,3
변형,NNG,3
등한시,NNG,3
칭화,NNP,3
유니,NNP,3
슬러,VV,3
레이트,NNG,3
관생,NNG,3
발하,VV,3
직능,NNG,3
난사,NNG,3
좀처럼,MAG,3
강제,NNG,3
부반장,NNG,3
망치,NNG,3
승하차,NNG,3
버릇,NNG,3
열풍,NNG,3
용산,NNP,3
시간대,NNG,3
오스트리아,NNP,3
환기,NNG,3
벡스,NNP,3
안성,NNG,3
계약서,NNG,3
서무,NNG,3
소대원,NNG,3
안드로이드,NNG,3
출산,NNG,3
과실,NNG,3
무전여행,NNG,3
비대,VV,2
숙취,NNG,2
방증,NNG,2
식문화,NNG,2
콜라,NNG,2
동결,NNG,2
용질,NNG,2
용액,NNG,2
반응물,NNG,2
첨삭,NNG,2
스낵,NNG,2
막걸리,NNG,2
당구장,NNG,2
남녀,NNG,2
커플,NNG,2
혈압,NNG,2
아모,NNG,2
잘탄,NNP,2
상자,NNG,2
어쩌,VV,2
미생물학,NNG,2
배지,NNG,2
가사,NNG,2
켜,VV,2
킹,NNP,2
바이럴,NNP,2
사체,NNG,2
유산균,NNG,2
형광,NNG,2
면역학,NNG,2
조군,NNG,2
능숙히,MAG,2
논거,NNG,2
투여,NNG,2
마커,NNG,2
비장,NNG,2
항비,NNG,2
약물,NNG,2
창조성,NNG,2
마가,NNG,2
퇴직,NNG,2
공제,NNG,2
대관,NNG,2
설치,VV,2
지망,NNG,2
다각도,NNG,2
포항,NNP,2
홈서비스,NNG,2
분석법,NNP,2
연구자,NNG,2
퍼,NNG,2
다치,VV,2
갑작스레,MAG,2
면학,NNG,2
아프리카,NNP,2
저력,NNG,2
기사보,NNG,2
긍정성,NNG,2
울리,VV,2
분포,NNG,2
풀기,NNG,2
이어받,VV,2
리조트,NNG,2
대화방,NNG,2
도사,NNG,2
통력,NNG,2
직판,NNG,2
전명,NNG,2
최사,NNG,2
핫트랙스,NNP,2
자양분,NNG,2
우선순위,NNG,2
비젼,NNP,2
사드,NNP,2
작동,NNP,2
메,VV,2
당당,MAG,2
탭,NNG,2
이황화,NNG,2
몰리브덴,NNG,2
후반,NNG,2
데스크톱,NNG,2
노트북,NNG,2
근육,NNG,2
목요일,NNG,2
해시,NNG,2
니케,NNG,2
최첨단,NNG,2
묘사,NNG,2
눈높이,NNG,2
곰곰이,MAG,2
관여,NNG,2
송전,NNP,2
차남,NNG,2
황화몰리브덴,NNG,2
확고히,MAG,2
정화,NNG,2
탄천,NNP,2
냄새,NNG,2
수직,NNG,2
물고기,NNG,2
파괴,NNG,2
흑자,NNG,2
들르,VV,2
항의,NNG,2
좇,VV,2
정세,NNG,2
흥,NNG,2
훈육,NNG,2
덥,VA,2
선풍기,NNG,2
한옥마을,NNP,2
사교육,NNG,2
비대칭,NNG,2
뉴질랜드,NNP,2
하우스,NNP,2
교외,NNG,2
줌,NNG,2
잡담,NNG,2
저절로,MAG,2
손발,NNG,2
입출금,NNG,2
나침반,NNG,2
국장,NNG,2
교육청,NNG,2
공직자,NNG,2
더더욱,MAG,2
심층,NNG,2
코믹,NNG,2
경영자,NNG,2
진열,NNP,2
짝,NNG,2
밀어주,VV,2
할아버지,NNG,2
요행,NNG,2
주부,NNG,2
해리포터,NNP,2
제스처,NNG,2
매너,NNG,2
계전기,NNG,2
통찰,NNG,2
허기,NNG,2
연이,VV,2
은사,NNG,2
관계없이,MAG,2
지원군,NNG,2
서번트,NNP,2
애초,NNG,2
회의록,NNG,2
농수산물,NNG,2
내기,NNP,2
취약점,NNG,2
새삼,MAG,2
슬기,NNG,2
내걸,VV,2
아웃,NNG,2
룰,NNG,2
중추,NNG,2
전기전도도,NNP,2
의존도,NNG,2
대체재,NNG,2
새,NNG,2
전기자동차,NNP,2
비우,VV,2
가훈,NNG,2
화목,NNG,2
돌보,VV,2
양수,NNG,2
과점,NNG,2
음극,NNG,2
퍼즐,NNG,2
이제껏,MAG,2
근속,NNG,2
기념,NNG,2
근면,NNG,2
폐지,NNG,2
잔업,NNG,2
피켓,NNG,2
불,VV,2
세력,NNG,2
나란히,MAG,2
체류,NNG,2
유지관리,NNP,2
각,NNG,2
자분,NNG,2
튜브,NNG,2
절벽,NNG,2
타협점,NNG,2
이혼,NNG,2
집안일,NNG,2
쥐,VV,2
모래,NNG,2
진흙,NNG,2
탄화수소,NNG,2
퇴적암,NNG,2
에너지원,NNG,2
그리스,NNG,2
채굴,NNG,2
업자,NNG,2
조지,NNP,2
미첼,NNP,2
수압,NNG,2
파쇄,NNG,2
종말,NNG,2
온난,NNG,2
속단,NNG,2
전장화,NNG,2
첫발,NNG,2
오감,NNG,2
칠판,NNG,2
참,NNG,2
철책,NNG,2
순찰,NNG,2
꾸중,NNG,2
상황실,NNG,2
따라다니,VV,2
승자,NNG,2
현시점,NNG,2
테슬라,NNP,2
파급,NNG,2
포드,NNP,2
제일,NNG,2
제자리,NNG,2
댄스,NNG,2
함성,NNG,2
박수,NNG,2
찬반,NNG,2
유치원,NNG,2
가시,VV,2
계모,NNG,2
시체,NNG,2
잔인,NNG,2
성립,NNG,2
극단,NNG,2
구타,NNG,2
애사심,NNG,2
본고장,NNG,2
창업자,NNG,2
연인,NNG,2
족보,NNG,2
해치,VV,2
소감,NNG,2
패배,NNG,2
쓴맛,NNG,2
설사,MAG,2
불협화음,NNG,2
시간표,NNG,2
명암,NNG,2
지배력,NNG,2
화질,NNG,2
광원,NNG,2
실리콘,NNG,2
활,NNG,2
사이드,NNP,2
워커,NNG,2
혼나,VV,2
호칭,NNG,2
논쟁,NNG,2
산업재,NNG,2
에탄올,NNG,2
초일류,NNG,2
격,NNG,2
매트릭스,NNG,2
발달,VV,2
가상현실,NNP,2
인문학,NNG,2
인승,NNG,2
바로잡,VV,2
예산안,NNG,2
수납장,NNG,2
개강,NNG,2
매사,MAG,2
휴식,MAG,2
위트,NNP,2
스위스,NNP,2
약전,NNG,2
경구,NNG,2
상과,NNG,2
대화법,NNG,2
강좌,NNG,2
내리막길,NNG,2
오르막,NNG,2
뒷면,NNG,2
연두,NNG,2
식탁,NNG,2
센스,NNG,2
트랜,NNP,2
글쓰기,NNG,2
성황리,NNG,2
수탁,NNG,2
강남역,NNP,2
코엑스,NNP,2
당하,VV,2
전진,NNG,2
의료업,NNG,2
흉터,NNG,2
주삿바늘,NNG,2
전염병,NNG,2
헌혈증,NNG,2
공회전,NNG,2
검표,NNG,2
뺏기,VV,2
형평,NNG,2
상온,NNG,2
옴니,NNP,2
노르,VA,2
기업인,NNG,2
고모,NNG,2
예의,NNG,2
더블,NNG,2
무인,NNG,2
몸담,VV,2
니스,NNG,2
짬,NNG,2
쫓,VV,2
지라,NNG,2
자치,NNG,2
출범,NNG,2
진료비,NNG,2
수납,NNG,2
훌쩍,MAG,2
모험,NNG,2
동남아시아,NNP,2
들리,VV,2
재해,NNG,2
발자취,NNG,2
당연,MAG,2
영업부,NNG,2
간절히,MAG,2
전격,NNG,2
배점,NNG,2
서구,NNG,2
아르,NNG,2
미래형,NNG,2
메가,NNP,2
몸매,NNG,2
숙,VV,2
고향,NNG,2
학내,NNG,2
붐,NNG,2
우뚝,MAG,2
맛보,VV,2
얕,VA,2
신나,VV,2
플로어,NNG,2
하키,NNG,2
침,NNG,2
평형,NNG,2
편견,NNG,2
합창,NNG,2
음색,NNG,2
친밀,NNG,2
태권,NNG,2
리눅스,NNP,2
올레드,NNP,2
주야간,NNG,2
겸용,NNG,2
반사판,NNG,2
머물,VV,2
저널,NNG,2
이용한,NNP,2
옵티머스,NNP,2
상법,NNG,2
사업비,NNG,2
기계요소,NNG,2
디스크,NNG,2
끝마치,VV,2
곡면,NNG,2
받침대,NNG,2
말,VV,2
품수,NNG,2
연맹,NNG,2
초월,NNG,2
플랫폼,NNG,2
돋보이,VV,2
소문,NNG,2
본교,NNG,2
알바,NNP,2
약정,NNG,2
모교,NNG,2
뼈,NNG,2
대접,NNG,2
클렌징,NNG,2
라인업,NNG,2
소풍,NNG,2
원자,NNG,2
포플러,NNG,2
소주,NNG,2
혹시나,MAG,2
관리원,NNG,2
틈,NNG,2
대구,NNP,2
육상,NNG,2
비정규직,NNG,2
브릿지,NNP,2
건너,VV,2
의외,NNG,2
공채,NNG,2
두루,MAG,2
한꺼번에,MAG,2
실상,NNG,2
주임,NNG,2
합심,NNG,2
번영,NNG,2
타파,NNG,2
궤도,NNG,2
불감증,NNG,2
실태,NNG,2
이기주의,NNG,2
페인트,NNG,2
누락,NNG,2
인쇄,NNG,2
와해,NNG,2
묵,VV,2
일사천리,NNG,2
수조,NNG,2
거울삼,VV,2
정시,NNG,2
정수기,NNG,2
비밀,NNG,2
노리,VV,2
한껏,MAG,2
글씨,NNG,2
진전,NNG,2
더디,VV,2
상품명,NNG,2
대조,NNG,2
교정부,NNG,2
빛나,VV,2
수칙,NNG,2
안일,NNG,2
이성,NNG,2
영월,NNG,2
하동,NNG,2
배짱,NNG,2
걸어가,VV,2
안무,NNG,2
이왕,MAG,2
연습량,NNG,2
간판,NNG,2
병간호,NNG,2
숙제,NNG,2
퇴원,NNG,2
교무실,NNG,2
대청소,NNG,2
유적지,NNG,2
서부,NNG,2
간간이,MAG,2
워크,NNP,2
캐나다,NNP,2
고구마,NNG,2
불꽃,NNG,2
전라도,NNP,2
나주,NNG,2
기대감,NNG,2
강행,NNG,2
하동군,NNG,2
기운,NNG,2
조교수,NNG,2
연구노트,NNP,2
깎,VV,2
도저히,MAG,2
공장설,NNG,2
쓰임새,NNG,2
가라앉,VV,2
최소한,NNG,2
차기,NNG,2
부재중,NNG,2
악습,NNG,2
잔뜩,MAG,2
책장,NNG,2
나비,NNG,2
세척,NNG,2
멋지,VA,2
가판대,NNG,2
펴,VV,2
공포증,NNG,2
비닐,NNG,2
일러스트레이터,NNG,2
힘입,VV,2
밤새,NNG,2
문화부,NNG,2
식목일,NNP,2
씨앗,NNG,2
작문,NNG,2
올라오,VV,2
작아지,VV,2
반갑,VA,2
드럼,NNG,2
푸,VV,2
자책,NNG,2
힘내,VV,2
북돋,VV,2
통일전망대,NNP,2
의향,NNG,2
데리,VV,2
태어나,VV,2
섞,VV,2
팁,NNG,2
단결,NNG,2
기증,NNG,2
달걀,NNG,2
탄탄히,MAG,2
사범,NNG,2
장류,NNG,2
하프,NNG,2
가락시장,NNP,2
가까스로,MAG,2
문전성시,NNG,2
일해,NNG,2
방사형,NNG,2
무량,NNG,2
덩어리,NNG,2
냉장,NNG,2
기호,NNG,2
안전장치,NNG,2
선천,NNG,2
산물,NNG,2
자취,NNG,2
들여놓,VV,2
컵,NNG,2
유산소,NNP,2
로테이션,NNG,2
퇴출,NNG,2
탄식,NNG,2
걸레,NNG,2
신문지,NNG,2
더럽,VA,2
급선무,NNG,2
초임,NNG,2
타개,NNG,2
지형학,NNG,2
경관,NNG,2
강원도,NNP,2
본론,NNG,2
자작,NNG,2
창설,NNG,2
외형,NNG,2
토너먼트,NNG,2
불합리,NNG,2
오른쪽,NNG,2
왼쪽,NNG,2
로드,NNG,2
엔드,NNG,2
발맞추,VV,2
일진,NNP,2
소대장,NNG,2
형광펜,NNG,2
표기,NNG,2
사투리,NNG,2
화상,NNG,2
제지,NNG,2
안과,NNG,2
줄기,NNG,2
소독,NNG,2
이송,NNG,2
끝내,MAG,2
